ensembl_gene_id	external_gene_name	description
ENSRNOG00000041470	Mir1199	microRNA 1199 [Source:RGD Symbol;Acc:7489012]
ENSRNOG00000014117	Hmox1	heme oxygenase 1 [Source:RGD Symbol;Acc:2806]
ENSRNOG00000052123	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSRNOG00000020602	Ndufa13	NADH:ubiquinone oxidoreductase subunit A13 [Source:RGD Symbol;Acc:6492821]
ENSRNOG00000069654	Hmgn1-ps6	high mobility group nucleosome binding domain 1, pseudogene 6 [Source:RGD Symbol;Acc:1596185]
ENSRNOG00000060337	Exosc7	exosome component 7 [Source:RGD Symbol;Acc:1309758]
ENSRNOG00000053261	LOC120099461	small nucleolar RNA SNORA43 [Source:RGD Symbol;Acc:41215506]
ENSRNOG00000063437	LOC102551819	U3 small nucleolar RNA-associated protein 14 homolog B-like [Source:RGD Symbol;Acc:7514331]
ENSRNOG00000062808	Coa6	cytochrome c oxidase assembly factor 6 [Source:RGD Symbol;Acc:7559315]
ENSRNOG00000000985	Cpsf4l2	cleavage and polyadenylation specific factor 4 like 2 [Source:RGD Symbol;Acc:2322550]
ENSRNOG00000020685	Atp12a	ATPase H+/K+ transporting non-gastric alpha2 subunit [Source:RGD Symbol;Acc:620569]
ENSRNOG00000060775	Lmo7	LIM domain 7 [Source:RGD Symbol;Acc:1302984]
ENSRNOG00000028146	AABR07055861.1	olfactory receptor 1088 [Source:RGD Symbol;Acc:1333182]
ENSRNOG00000069846	LOC120099489	small nucleolar RNA SNORA17 [Source:RGD Symbol;Acc:41355609]
ENSRNOG00000012438	Larp6	La ribonucleoprotein 6, translational regulator [Source:RGD Symbol;Acc:1308414]
ENSRNOG00000069712	Ctsml1	cathepsin M like 1 [Source:RGD Symbol;Acc:1564827]
ENSRNOG00000028168	Ankrd16	ankyrin repeat domain 16 [Source:RGD Symbol;Acc:1311405]
ENSRNOG00000066854	LOC120098269	uncharacterized LOC120098269 [Source:RGD Symbol;Acc:41202102]
ENSRNOG00000009299	Adra2c	adrenoceptor alpha 2C [Source:RGD Symbol;Acc:2058]
ENSRNOG00000064388	LOC120099475	small nucleolar RNA SNORA48 [Source:RGD Symbol;Acc:40975408]
ENSRNOG00000058218	AC131806.3	NULL
ENSRNOG00000017318	Zfp322a	zinc finger protein 322a [Source:RGD Symbol;Acc:1594230]
ENSRNOG00000000157	Atg12	autophagy related 12 [Source:RGD Symbol;Acc:1306306]
ENSRNOG00000039191	Yjefn3	YjeF N-terminal domain containing 3 [Source:RGD Symbol;Acc:1563236]
ENSRNOG00000028822	Bex3	brain expressed X-linked 3 [Source:RGD Symbol;Acc:3148]
ENSRNOG00000054644	LOC120099455	small nucleolar RNA SNORA42/SNORA80 family [Source:RGD Symbol;Acc:41354497]
ENSRNOG00000000879	Slc9a6	solute carrier family 9 member A6 [Source:RGD Symbol;Acc:1563582]
ENSRNOG00000000779	Polr1h	RNA polymerase I subunit H [Source:RGD Symbol;Acc:1303114]
ENSRNOG00000024824	Col22a1	collagen type XXII alpha 1 chain [Source:RGD Symbol;Acc:1309081]
ENSRNOG00000022421	Crtc1	CREB regulated transcription coactivator 1 [Source:RGD Symbol;Acc:1589158]
ENSRNOG00000025619	Ap1g2	adaptor related protein complex 1 subunit gamma 2 [Source:RGD Symbol;Acc:2324507]
ENSRNOG00000067319	LOC120099495	small nucleolar RNA SNORA17 [Source:RGD Symbol;Acc:41401096]
ENSRNOG00000046224	LOC120093759	olfactory receptor 63-like [Source:RGD Symbol;Acc:41304589]
ENSRNOG00000000042	Xpr1	xenotropic and polytropic retrovirus receptor 1 [Source:RGD Symbol;Acc:1306554]
ENSRNOG00000017027	Adam2	ADAM metallopeptidase domain 2 [Source:RGD Symbol;Acc:69299]
ENSRNOG00000002451	Fndc3c1	fibronectin type III domain containing 3C1 [Source:RGD Symbol;Acc:1563846]
ENSRNOG00000028556	Usp30	ubiquitin specific peptidase 30 [Source:RGD Symbol;Acc:1307949]
ENSRNOG00000062658	LOC120099544	U2 spliceosomal RNA [Source:RGD Symbol;Acc:41197927]
ENSRNOG00000020204	Srp19	signal recognition particle 19 [Source:RGD Symbol;Acc:1308437]
ENSRNOG00000008182	Htra3	HtrA serine peptidase 3 [Source:RGD Symbol;Acc:1308120]
ENSRNOG00000002177	Gnpda2	glucosamine-6-phosphate deaminase 2 [Source:RGD Symbol;Acc:1305521]
ENSRNOG00000062532	Or4e5	olfactory receptor family 4 subfamily E member 14 [Source:RGD Symbol;Acc:1333503]
ENSRNOG00000032973	Il13ra2	interleukin 13 receptor subunit alpha 2 [Source:RGD Symbol;Acc:620838]
ENSRNOG00000013090	Gadd45g	growth arrest and DNA-damage-inducible, gamma [Source:RGD Symbol;Acc:1311796]
ENSRNOG00000000993	Pcp2	Purkinje cell protein 2 [Source:RGD Symbol;Acc:1306217]
ENSRNOG00000010783	Mak16	MAK16 homolog [Source:RGD Symbol;Acc:1311297]
ENSRNOG00000019136	Scamp2	secretory carrier membrane protein 2 [Source:RGD Symbol;Acc:68348]
ENSRNOG00000039725	Ces1a	carboxylesterase 1A [Source:RGD Symbol;Acc:1583671]
ENSRNOG00000000454	RT1-DOb	RT1 class II, locus DOb [Source:RGD Symbol;Acc:1595814]
ENSRNOG00000053584	LOC120099505	small nucleolar RNA SNORA17 [Source:RGD Symbol;Acc:40956042]
ENSRNOG00000017759	Ucn3	urocortin 3 [Source:RGD Symbol;Acc:1562213]
ENSRNOG00000030162	Rps17l4	ribosomal protein S17 like 4 [Source:RGD Symbol;Acc:11503487]
ENSRNOG00000020622	Cilp2	cartilage intermediate layer protein 2 [Source:RGD Symbol;Acc:1311157]
ENSRNOG00000062525	Or2b2	olfactory receptor family 2 subfamily B member 2 [Source:RGD Symbol;Acc:621794]
ENSRNOG00000060856	LOC120099500	small nucleolar RNA SNORA17 [Source:RGD Symbol;Acc:40955172]
ENSRNOG00000014718	Acsl3	acyl-CoA synthetase long-chain family member 3 [Source:RGD Symbol;Acc:70552]
ENSRNOG00000048577	Zfp955a	zinc finger protein 955A [Source:RGD Symbol;Acc:1598322]
ENSRNOG00000053574	Tarbp1	TAR (HIV-1) RNA binding protein 1 [Source:RGD Symbol;Acc:1589526]
ENSRNOG00000011113	Pramex1	PRAME like, X-linked 1 [Source:RGD Symbol;Acc:1596887]
ENSRNOG00000014948	Osgin1	oxidative stress induced growth inhibitor 1 [Source:RGD Symbol;Acc:620679]
ENSRNOG00000026336	Tmem255b	transmembrane protein 255B [Source:RGD Symbol;Acc:1566042]
ENSRNOG00000019134	Htr4	5-hydroxytryptamine receptor 4 [Source:RGD Symbol;Acc:2850]
ENSRNOG00000048817	Gspt2	G1 to S phase transition 2 [Source:RGD Symbol;Acc:1563213]
ENSRNOG00000054224	Bloc1s4	biogenesis of lysosomal organelles complex 1 subunit 4 [Source:RGD Symbol;Acc:1306037]
ENSRNOG00000004998	Jakmip1	janus kinase and microtubule interacting protein 1 [Source:RGD Symbol;Acc:1562401]
ENSRNOG00000019257	Kif27	kinesin family member 27 [Source:RGD Symbol;Acc:621071]
ENSRNOG00000054976	Or2b2	olfactory receptor family 2 subfamily B member 2 [Source:RGD Symbol;Acc:621794]
ENSRNOG00000047647	Il2ra	interleukin 2 receptor subunit alpha [Source:RGD Symbol;Acc:2895]
ENSRNOG00000053439	Gabpb1l	GA binding protein transcription factor, beta subunit 1-like [Source:RGD Symbol;Acc:1310235]
ENSRNOG00000000780	Ppp1r11	protein phosphatase 1, regulatory (inhibitor) subunit 11 [Source:RGD Symbol;Acc:1303163]
ENSRNOG00000037085	Xirp1	xin actin-binding repeat containing 1 [Source:RGD Symbol;Acc:1304776]
ENSRNOG00000027311	Nutm2	NUT family member 2 [Source:RGD Symbol;Acc:1566043]
ENSRNOG00000029668	Wfdc21	WAP four-disulfide core domain 21 [Source:RGD Symbol;Acc:1303147]
ENSRNOG00000006845	Psapl1	prosaposin-like 1 [Source:RGD Symbol;Acc:1307368]
ENSRNOG00000004022	Klhdc9	kelch domain containing 9 [Source:RGD Symbol;Acc:1561025]
ENSRNOG00000000987	Ptcd1	pentatricopeptide repeat domain 1 [Source:RGD Symbol;Acc:1311473]
ENSRNOG00000051310	Rps26l6	ribosomal protein S26 like 6 [Source:RGD Symbol;Acc:2319518]
ENSRNOG00000005673	Runx1t1	RUNX1 partner transcriptional co-repressor 1 [Source:RGD Symbol;Acc:1305490]
ENSRNOG00000002428	Lpar4	lysophosphatidic acid receptor 4 [Source:RGD Symbol;Acc:1563686]
ENSRNOG00000019387	Ifi30	IFI30, lysosomal thiol reductase [Source:RGD Symbol;Acc:1310758]
ENSRNOG00000025589	Jph4	junctophilin 4 [Source:RGD Symbol;Acc:1303170]
ENSRNOG00000003829	Ap3s1	adaptor related protein complex 3 subunit sigma 1 [Source:RGD Symbol;Acc:1311115]
ENSRNOG00000067786	Zxdb	zinc finger, X-linked, duplicated B [Source:RGD Symbol;Acc:41201263]
ENSRNOG00000030840	Cadm2	cell adhesion molecule 2 [Source:RGD Symbol;Acc:1305678]
ENSRNOG00000045749	LOC100361879	ATP synthase subunit epsilon, mitochondrial-like [Source:RGD Symbol;Acc:2319299]
ENSRNOG00000059328	Or2w6	olfactory receptor family 2 subfamily W member 6 [Source:RGD Symbol;Acc:1333996]
ENSRNOG00000068311	LOC120097801	spermatogenesis-associated protein 31E1-like [Source:RGD Symbol;Acc:41180815]
ENSRNOG00000014395	Gli3	GLI family zinc finger 3 [Source:RGD Symbol;Acc:620272]
ENSRNOG00000002497	Anos1	anosmin 1 [Source:RGD Symbol;Acc:2318138]
ENSRNOG00000047085	Lrrtm2	leucine rich repeat transmembrane neuronal 2 [Source:RGD Symbol;Acc:1593785]
ENSRNOG00000028750	Tubal3	tubulin, alpha-like 3 [Source:RGD Symbol;Acc:1305289]
ENSRNOG00000017102	Cmtr2	cap methyltransferase 2 [Source:RGD Symbol;Acc:1309394]
ENSRNOG00000032027	Tmem42	transmembrane protein 42 [Source:RGD Symbol;Acc:1307118]
ENSRNOG00000061508	Reps2	RALBP1 associated Eps domain containing 2 [Source:RGD Symbol;Acc:1561642]
ENSRNOG00000039990	Ctsrl1	cathepsin R like 1 [Source:RGD Symbol;Acc:1562210]
ENSRNOG00000028717	Ndufb7	NADH:ubiquinone oxidoreductase subunit B7 [Source:RGD Symbol;Acc:1308550]
ENSRNOG00000017090	C19h16orf87	similar to human chromosome 16 open reading frame 87 [Source:RGD Symbol;Acc:1308706]
ENSRNOG00000064262	Tug1	taurine upregulated gene 1 [Source:RGD Symbol;Acc:150344606]
ENSRNOG00000066869	Wfdc18l1	WAP four-disulfide core domain 18 like 1 [Source:RGD Symbol;Acc:6502228]
ENSRNOG00000063490	Spata31a5l1	SPATA31 subfamily A member 5 like 1 [Source:RGD Symbol;Acc:1593560]
ENSRNOG00000004992	Rab1a	RAB1A, member RAS oncogene family [Source:RGD Symbol;Acc:619736]
ENSRNOG00000064362	Efnb2	ephrin B2 [Source:RGD Symbol;Acc:1309497]
ENSRNOG00000008474	Acox3	acyl-CoA oxidase 3, pristanoyl [Source:RGD Symbol;Acc:69245]
ENSRNOG00000037374	Ly6a	lymphocyte antigen 6 family member A [Source:RGD Symbol;Acc:1307571]
ENSRNOG00000023494	Tti2	TELO2 interacting protein 2 [Source:RGD Symbol;Acc:1310414]
ENSRNOG00000000781	Rnf39	ring finger protein 39 [Source:RGD Symbol;Acc:628854]
ENSRNOG00000068265	Zfp431l10	zinc finger protein 431 like 10 [Source:RGD Symbol;Acc:7596718]
ENSRNOG00000031955	Calml3	calmodulin-like 3 [Source:RGD Symbol;Acc:1305499]
ENSRNOG00000000571	Psap	prosaposin [Source:RGD Symbol;Acc:3423]
ENSRNOG00000038459	Ulk3	unc-51 like kinase 3 [Source:RGD Symbol;Acc:1587417]
ENSRNOG00000069265	Purb	purine rich element binding protein B [Source:RGD Symbol;Acc:1559465]
ENSRNOG00000000519	Stk38	serine/threonine kinase 38 [Source:RGD Symbol;Acc:1309455]
ENSRNOG00000011508	Zc3h12b	zinc finger CCCH-type containing 12B [Source:RGD Symbol;Acc:1560891]
ENSRNOG00000019980	Tomm20	translocase of outer mitochondrial membrane 20 [Source:RGD Symbol;Acc:708467]
ENSRNOG00000020167	Reep5	receptor accessory protein 5 [Source:RGD Symbol;Acc:1306047]
ENSRNOG00000062898	Or2w2	olfactory receptor family 2 subfamily W member 2 [Source:RGD Symbol;Acc:1333681]
ENSRNOG00000066413	Or10g1	olfactory receptor family 10 subfamily G member 1 [Source:RGD Symbol;Acc:1333016]
ENSRNOG00000007033	Sorcs2	sortilin-related VPS10 domain containing receptor 2 [Source:RGD Symbol;Acc:1310621]
ENSRNOG00000042860	Pappa2	pappalysin 2 [Source:RGD Symbol;Acc:1591785]
ENSRNOG00000056326	LOC120099426	U6 spliceosomal RNA [Source:RGD Symbol;Acc:41124784]
ENSRNOG00000002921	Akap4	A-kinase anchoring protein 4 [Source:RGD Symbol;Acc:620828]
ENSRNOG00000017724	Sf3b3	splicing factor 3b, subunit 3 [Source:RGD Symbol;Acc:1311636]
ENSRNOG00000027520	Pls3	plastin 3 [Source:RGD Symbol;Acc:621409]
ENSRNOG00000048693	Ctsq	cathepsin Q [Source:RGD Symbol;Acc:631421]
ENSRNOG00000031681	LOC102553495	uncharacterized LOC102553495 [Source:RGD Symbol;Acc:7704535]
ENSRNOG00000003285	Mpv17l	MPV17 mitochondrial inner membrane protein like [Source:RGD Symbol;Acc:2324483]
ENSRNOG00000000989	Bud31	BUD31 homolog [Source:RGD Symbol;Acc:621103]
ENSRNOG00000002207	Guf1	GTP binding elongation factor GUF1 [Source:RGD Symbol;Acc:1310774]
ENSRNOG00000008989	Cryl1	crystallin, lambda 1 [Source:RGD Symbol;Acc:631427]
ENSRNOG00000020136	Tgm1	transglutaminase 1 [Source:RGD Symbol;Acc:61838]
ENSRNOG00000025416	Dpy19l4	dpy-19 like 4 [Source:RGD Symbol;Acc:1305828]
ENSRNOG00000054559	Snord61	small nucleolar RNA, C/D box 61 [Source:RGD Symbol;Acc:40982944]
ENSRNOG00000061438	LOC100360491	60S ribosomal protein L13-like [Source:RGD Symbol;Acc:2322065]
ENSRNOG00000048472	Comp	cartilage oligomeric matrix protein [Source:RGD Symbol;Acc:2378]
ENSRNOG00000052401	LOC120099414	U6 spliceosomal RNA [Source:RGD Symbol;Acc:41329173]
ENSRNOG00000027860	Ggnbp2	gametogenetin binding protein 2 [Source:RGD Symbol;Acc:1302978]
ENSRNOG00000070035	Zxda	zinc finger, X-linked, duplicated A [Source:RGD Symbol;Acc:1563355]
ENSRNOG00000011518	Dusp26	dual specificity phosphatase 26 [Source:RGD Symbol;Acc:1310090]
ENSRNOG00000028329	Zfp438	zinc finger protein 438 [Source:RGD Symbol;Acc:1307214]
ENSRNOG00000053104	LOC120099402	U6 spliceosomal RNA [Source:RGD Symbol;Acc:40974168]
ENSRNOG00000058513	Eif6-ps1	eukaryotic translation initiation factor 6, pseudogene 1 [Source:RGD Symbol;Acc:1591457]
ENSRNOG00000013968	Comtd1	catechol-O-methyltransferase domain containing 1 [Source:RGD Symbol;Acc:1306581]
ENSRNOG00000063163	Or4e2	olfactory receptor family 4 subfamily E member 5 [Source:RGD Symbol;Acc:1334073]
ENSRNOG00000024142	Arglu1	arginine and glutamate rich 1 [Source:RGD Symbol;Acc:1310061]
ENSRNOG00000037839	P2ry10	P2Y receptor family member 10 [Source:RGD Symbol;Acc:1561912]
ENSRNOG00000052165	LOC120099423	U6 spliceosomal RNA [Source:RGD Symbol;Acc:41271235]
ENSRNOG00000008785	Klf5	KLF transcription factor 5 [Source:RGD Symbol;Acc:621446]
ENSRNOG00000022009	Mzb1	marginal zone B and B1 cell-specific protein [Source:RGD Symbol;Acc:1310251]
ENSRNOG00000065263	H4c14	H4 clustered histone 14 [Source:RGD Symbol;Acc:1307448]
ENSRNOG00000022753	Mast3	microtubule associated serine/threonine kinase 3 [Source:RGD Symbol;Acc:1587639]
ENSRNOG00000047761	Zfp326	zinc finger protein 326 [Source:RGD Symbol;Acc:1592829]
ENSRNOG00000052635	LOC120099439	small nucleolar RNA SNORA62/SNORA6 family [Source:RGD Symbol;Acc:41362310]
ENSRNOG00000069836	Or2n1f-ps1	olfactory receptor family 2 subfamily N member 1F, pseudogene 1 [Source:RGD Symbol;Acc:1333488]
ENSRNOG00000014366	Shc3	SHC adaptor protein 3 [Source:RGD Symbol;Acc:69348]
ENSRNOG00000061615	LOC120096659	60S ribosomal protein L36-like [Source:RGD Symbol;Acc:41280378]
ENSRNOG00000003260	Nr1i3	nuclear receptor subfamily 1, group I, member 3 [Source:RGD Symbol;Acc:621400]
ENSRNOG00000065022	Nicol1	NELL2 interacting cell ontogeny regulator 1 [Source:RGD Symbol;Acc:1560394]
ENSRNOG00000056635	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSRNOG00000006770	Brd4	bromodomain containing 4 [Source:RGD Symbol;Acc:1307282]
ENSRNOG00000057644	Gmcl1-ps1	germ cell-less 1, spermatogenesis associated, pseudogene 1 [Source:RGD Symbol;Acc:1565657]
ENSRNOG00000030111	Cyp11b3	cytochrome P450, family 11, subfamily b, polypeptide 3 [Source:RGD Symbol;Acc:727886]
ENSRNOG00000062387	Zfp808l3	zinc finger protein 808 like 3 [Source:RGD Symbol;Acc:11460311]
ENSRNOG00000039435	Or4e1	olfactory receptor family 4 subfamily E member 2 [Source:RGD Symbol;Acc:1334197]
ENSRNOG00000004033	Sema6a	semaphorin 6A [Source:RGD Symbol;Acc:1305493]
ENSRNOG00000000891	Zfp958l1	zinc finger protein 958 like 1 [Source:RGD Symbol;Acc:7541342]
ENSRNOG00000056858	LOC120099411	U6 spliceosomal RNA [Source:RGD Symbol;Acc:41122471]
ENSRNOG00000020118	Nme5	NME/NM23 family member 5 [Source:RGD Symbol;Acc:1583004]
ENSRNOG00000008898	Trmt44	tRNA methyltransferase 44 [Source:RGD Symbol;Acc:1308380]
ENSRNOG00000066673	Rnf212b	ring finger protein 212B [Source:RGD Symbol;Acc:7500178]
ENSRNOG00000029052	Rps28-ps5	ribosomal protein S28, pseudogene 5 [Source:RGD Symbol;Acc:11455995]
ENSRNOG00000058703	LOC120099520	small nucleolar RNA SNORA26 [Source:RGD Symbol;Acc:40938658]
ENSRNOG00000026797	Slc9c2	solute carrier family 9, member C2 (putative) [Source:RGD Symbol;Acc:1565820]
ENSRNOG00000015143	Siah1	siah E3 ubiquitin protein ligase 1 [Source:RGD Symbol;Acc:620449]
ENSRNOG00000018932	Ccdc124	coiled-coil domain containing 124 [Source:RGD Symbol;Acc:1310931]
ENSRNOG00000070011	Carmn	cardiac mesoderm enhancer-associated non-coding RNA [Source:RGD Symbol;Acc:10401674]
ENSRNOG00000050857	Fut10	fucosyltransferase 10 [Source:RGD Symbol;Acc:1359164]
ENSRNOG00000000693	Svop	SV2 related protein [Source:RGD Symbol;Acc:620277]
ENSRNOG00000012786	Pgrmc1	progesterone receptor membrane component 1 [Source:RGD Symbol;Acc:70890]
ENSRNOG00000062840	Trav2	T cell receptor alpha variable 2 [Source:RGD Symbol;Acc:150342736]
ENSRNOG00000066835	H3c13	H3 clustered histone 13 [Source:RGD Symbol;Acc:1586732]
ENSRNOG00000040000	Cts8	cathepsin 8 [Source:RGD Symbol;Acc:1588248]
ENSRNOG00000045577	LOC120099530	U2 spliceosomal RNA [Source:RGD Symbol;Acc:41365419]
ENSRNOG00000014376	Proc	protein C, inactivator of coagulation factors Va and VIIIa [Source:RGD Symbol;Acc:3411]
ENSRNOG00000016924	Acly	ATP citrate lyase [Source:RGD Symbol;Acc:2018]
ENSRNOG00000049985	Gprasp1	G protein-coupled receptor associated sorting protein 1 [Source:RGD Symbol;Acc:621343]
ENSRNOG00000013089	Kif13b	kinesin family member 13B [Source:RGD Symbol;Acc:1303307]
ENSRNOG00000042277	Rps12l10	ribosomal protein S12 like 10 [Source:RGD Symbol;Acc:11400929]
ENSRNOG00000019262	Trak1	trafficking kinesin protein 1 [Source:RGD Symbol;Acc:1307844]
ENSRNOG00000060662	Pou4f1	POU class 4 homeobox 1 [Source:RGD Symbol;Acc:620074]
ENSRNOG00000000906	Medag	mesenteric estrogen-dependent adipogenesis [Source:RGD Symbol;Acc:1307396]
ENSRNOG00000021518	Trim31	tripartite motif-containing 31 [Source:RGD Symbol;Acc:1308607]
ENSRNOG00000019150	Polb	DNA polymerase beta [Source:RGD Symbol;Acc:3363]
ENSRNOG00000054689	Cox7b	cytochrome c oxidase subunit 7B [Source:RGD Symbol;Acc:727789]
ENSRNOG00000059000	LOC120099442	small nucleolar RNA SNORA70 [Source:RGD Symbol;Acc:41291838]
ENSRNOG00000002598	Hnf1b	HNF1 homeobox B [Source:RGD Symbol;Acc:3830]
ENSRNOG00000008236	Decr1	2,4-dienoyl-CoA reductase 1 [Source:RGD Symbol;Acc:70999]
ENSRNOG00000000990	Pdap1	PDGFA associated protein 1 [Source:RGD Symbol;Acc:620442]
ENSRNOG00000056735	Zc4h2	zinc finger C4H2-type containing [Source:RGD Symbol;Acc:1561708]
ENSRNOG00000056465	LOC120099453	small nucleolar RNA SNORA4 [Source:RGD Symbol;Acc:41120086]
ENSRNOG00000033686	Rpl38	ribosomal protein L38 [Source:RGD Symbol;Acc:1305573]
ENSRNOG00000049920	Psma2	proteasome 20S subunit alpha 2 [Source:RGD Symbol;Acc:61842]
ENSRNOG00000046746	AC130391.1	NULL
ENSRNOG00000004640	Mtfp1	mitochondrial fission process 1 [Source:RGD Symbol;Acc:1359705]
ENSRNOG00000067534	LOC120099438	U7 small nuclear RNA [Source:RGD Symbol;Acc:41192929]
ENSRNOG00000017745	Cog4	component of oligomeric golgi complex 4 [Source:RGD Symbol;Acc:1310549]
ENSRNOG00000022116	Gjb6	gap junction protein, beta 6 [Source:RGD Symbol;Acc:621830]
ENSRNOG00000009746	Akap17b	A kinase (PRKA) anchor protein 17B [Source:RGD Symbol;Acc:1566363]
ENSRNOG00000058792	LOC120099518	small nucleolar RNA SNORA26 [Source:RGD Symbol;Acc:41126328]
ENSRNOG00000033346	LOC100361636	vasculin-like protein 1-like [Source:RGD Symbol;Acc:2319736]
ENSRNOG00000058540	LOC120099440	small nucleolar RNA SNORA72 [Source:RGD Symbol;Acc:41337432]
ENSRNOG00000069288	Spata31d1b	spermatogenesis associated 31 subfamily D, member 1B [Source:RGD Symbol;Acc:1561563]
ENSRNOG00000018646	Hbegf	heparin-binding EGF-like growth factor [Source:RGD Symbol;Acc:2526]
ENSRNOG00000000783	Trim40	tripartite motif-containing 40 [Source:RGD Symbol;Acc:1359645]
ENSRNOG00000061064	Spata31c2l3	SPATA31 subfamily C member 2 like 3 [Source:RGD Symbol;Acc:7655438]
ENSRNOG00000018671	Commd4	COMM domain containing 4 [Source:RGD Symbol;Acc:1306104]
ENSRNOG00000057825	LOC120099433	U7 small nuclear RNA [Source:RGD Symbol;Acc:41108114]
ENSRNOG00000027623	Kiaa0232	KIAA0232 homolog [Source:RGD Symbol;Acc:1596848]
ENSRNOG00000071093	Trirl1	telomerase RNA component interacting Rnase like 1 [Source:RGD Symbol;Acc:11500591]
ENSRNOG00000002468	Tnr	tenascin R [Source:RGD Symbol;Acc:3886]
ENSRNOG00000000638	Zfp365	zinc finger protein 365 [Source:RGD Symbol;Acc:1565986]
ENSRNOG00000067447	LOC120099394	U6 spliceosomal RNA [Source:RGD Symbol;Acc:41379055]
ENSRNOG00000019143	Galnt2	polypeptide N-acetylgalactosaminyltransferase 2 [Source:RGD Symbol;Acc:1310692]
ENSRNOG00000010947	Mmp14	matrix metallopeptidase 14 [Source:RGD Symbol;Acc:620198]
ENSRNOG00000000634	Cabcoco1	ciliary associated calcium binding coiled-coil 1 [Source:RGD Symbol;Acc:1306739]
ENSRNOG00000060437	LOC103694537	mediator of RNA polymerase II transcription subunit 14-like [Source:RGD Symbol;Acc:9081797]
ENSRNOG00000054805	LOC120099404	U6 spliceosomal RNA [Source:RGD Symbol;Acc:40983609]
ENSRNOG00000029264	Kcnn1	potassium calcium-activated channel subfamily N member 1 [Source:RGD Symbol;Acc:2962]
ENSRNOG00000004903	Ebp	EBP, cholestenol delta-isomerase [Source:RGD Symbol;Acc:620957]
ENSRNOG00000058904	Tex13b	testis expressed 13B [Source:RGD Symbol;Acc:1587018]
ENSRNOG00000022104	Ccdc185	coiled-coil domain containing 185 [Source:RGD Symbol;Acc:1560145]
ENSRNOG00000052764	Ndufs5-ps1	NADH:ubiquinone oxidoreductase subunit S5, pseudogene 1 [Source:RGD Symbol;Acc:1311722]
ENSRNOG00000006756	Maged1	MAGE family member D1 [Source:RGD Symbol;Acc:70898]
ENSRNOG00000014289	Arpc2	actin related protein 2/3 complex, subunit 2 [Source:RGD Symbol;Acc:1305848]
ENSRNOG00000067672	LOC120099531	U2 spliceosomal RNA [Source:RGD Symbol;Acc:41158036]
ENSRNOG00000019267	Dkk4	dickkopf WNT signaling pathway inhibitor 4 [Source:RGD Symbol;Acc:1563172]
ENSRNOG00000016967	Hfe	homeostatic iron regulator [Source:RGD Symbol;Acc:2793]
ENSRNOG00000013024	Csgalnact1	chondroitin sulfate N-acetylgalactosaminyltransferase 1 [Source:RGD Symbol;Acc:1307618]
ENSRNOG00000054962	Dao	D-amino-acid oxidase [Source:RGD Symbol;Acc:621138]
ENSRNOG00000068061	LOC120099537	U2 spliceosomal RNA [Source:RGD Symbol;Acc:41085143]
